0	0
1	0
2	0
3	0
4	0
5	1
6	1
7	1
8	1
9	1
10	2
11	3
12	3
13	3
14	3
15	3
15	27
16	3
17	4
17	18
17	31
17	33
17	39
17	69
18	5
19	5
19	6
20	7
21	7
22	7
23	8
24	8
25	8
26	8
27	8
28	8
28	18
28	28
28	39
28	53
29	8
30	8
31	8
31	9
31	10
31	18
31	21
31	31
31	39
31	48
31	62
31	71
31	75
32	8
33	8
34	8
35	8
36	8
37	8
38	8
38	51
39	8
40	8
41	10
42	10
42	18
42	35
43	10
44	10
45	10
46	10
47	10
48	10
49	10
50	10
51	10
52	10
53	10
54	10
54	77
55	10
56	10
57	10
58	10
59	10
60	10
61	10
62	10
63	10
64	10
65	10
66	10
67	10
68	10
68	66
68	70
69	10
70	10
71	10
72	10
73	10
74	10
75	10
76	10
77	10
78	10
79	10
80	10
81	10
82	10
83	10
84	10
84	13
84	18
84	68
85	10
85	31
85	53
85	66
86	10
86	60
86	62
87	10
88	11
89	12
90	13
91	13
92	13
93	13
94	13
95	13
96	13
97	14
98	14
99	14
100	14
100	84
101	14
102	14
103	14
104	14
105	15
105	18
105	31
105	35
105	39
106	16
107	16
107	31
108	17
109	17
110	17
111	17
112	17
113	18
113	31
114	18
115	18
116	18
117	18
118	18
119	18
120	18
121	18
122	18
123	18
124	18
125	18
126	18
127	18
128	18
129	18
130	18
131	18
132	18
133	18
134	18
135	18
136	18
137	18
138	19
138	87
139	19
139	87
140	19
140	87
141	19
141	22
141	23
141	40
141	41
141	54
142	19
143	19
144	19
145	19
146	19
147	20
148	20
149	20
150	21
151	22
152	22
153	22
154	22
155	22
156	22
157	22
158	22
159	22
160	22
161	22
162	22
163	22
164	22
165	23
166	23
167	23
168	23
169	23
170	23
171	23
172	24
173	25
174	26
175	26
176	27
177	27
178	27
179	27
180	27
181	27
182	27
182	57
182	68
183	27
184	28
185	28
186	28
187	28
188	28
189	28
190	28
191	28
192	28
193	28
194	28
195	28
196	28
197	28
198	28
199	28
200	28
201	28
202	28
203	28
204	28
205	28
206	28
207	28
208	28
209	28
210	28
211	28
212	28
213	28
214	28
215	28
216	28
216	39
216	52
217	29
218	29
219	30
220	30
221	30
222	30
223	30
224	30
225	30
226	31
227	31
227	57
228	31
229	31
230	31
231	31
232	31
233	31
234	31
235	31
236	31
237	31
238	31
239	31
240	31
241	31
242	31
243	31
244	31
245	31
246	31
247	31
248	31
249	31
250	31
251	31
252	31
253	31
254	31
255	31
256	31
257	31
258	31
259	31
260	31
261	31
262	31
263	31
264	31
265	31
266	31
267	31
268	31
269	31
270	31
271	31
272	31
273	31
274	32
275	32
276	32
277	32
278	32
279	32
280	33
281	33
282	33
283	33
284	33
285	33
286	33
287	33
288	33
289	33
290	33
291	33
292	34
292	39
292	76
293	35
294	35
295	35
296	35
297	35
297	47
298	35
299	35
300	35
301	35
302	35
303	35
304	35
305	35
306	35
307	35
308	35
309	35
310	35
311	35
312	35
313	35
314	35
315	35
316	35
317	35
318	35
319	35
319	58
320	35
321	35
322	36
323	37
324	37
325	37
326	37
327	37
327	79
328	37
329	37
330	37
331	38
332	38
333	38
334	38
335	38
336	38
337	38
338	38
339	38
340	38
341	38
342	38
343	38
344	38
345	38
346	38
347	38
348	39
349	39
350	39
351	39
352	39
353	39
354	39
355	39
356	39
357	39
357	44
358	39
359	39
360	39
361	41
362	42
363	42
364	42
365	42
366	42
367	42
368	43
369	44
370	44
371	44
372	44
373	44
374	45
375	45
376	45
377	45
378	46
379	49
380	49
381	50
382	50
383	50
384	50
385	51
386	51
387	52
388	52
389	52
390	52
391	52
392	53
393	53
394	53
394	66
395	53
396	54
397	54
398	54
399	54
400	54
401	54
402	55
403	55
404	55
405	55
406	55
407	56
408	56
409	56
410	56
411	56
412	57
413	57
414	57
415	57
416	57
417	57
418	57
419	57
420	58
421	58
422	58
423	58
424	59
425	59
426	61
427	62
428	62
429	62
430	62
431	62
431	65
432	63
433	64
434	65
435	65
436	65
437	65
438	65
439	65
440	66
441	66
442	66
443	66
444	66
444	68
445	66
446	66
447	66
448	66
449	66
450	66
451	66
452	66
453	66
454	66
455	66
456	67
456	80
457	67
458	67
459	67
460	67
461	67
462	68
463	68
464	68
465	68
466	68
467	68
468	68
469	68
470	68
471	69
472	69
473	69
474	69
475	69
476	69
477	69
478	69
479	69
480	69
481	69
482	69
483	70
484	70
485	70
486	70
487	70
488	70
489	70
490	70
491	70
492	70
493	70
494	70
495	70
496	70
497	70
498	71
499	71
500	71
501	72
502	72
503	72
504	72
505	73
506	73
507	73
508	73
509	73
510	73
511	74
512	74
513	74
514	74
515	74
516	77
517	77
518	77
519	77
520	77
521	77
522	77
523	77
524	77
525	77
526	77
527	77
528	78
529	78
530	78
531	78
532	78
533	78
534	79
535	79
536	79
537	79
538	79
539	79
540	80
541	80
542	80
543	80
544	80
545	80
546	80
547	80
548	80
549	80
550	81
551	82
552	82
553	82
554	82
555	82
556	82
557	82
558	82
559	83
560	83
561	83
562	83
563	84
564	84
565	84
566	84
567	84
568	84
569	84
570	85
571	86
572	86
573	86
574	86
575	86
576	86
577	86
578	86
579	86
580	86
581	86
582	87
583	87
584	87
